player;age;height;nationality;position;value;games;minutes;goals;assists;crosses;tackles;pressures;blocks;touches;fouls;fouled;offsides;own goals;ball recoveries;saves;squad;Season;league;Attendance;games starts;passes completed;sca;gca;dribbles completed;pens won;goals against gk;shots on target against;CLBestScorer;cards yellow;shots total;LgRk;MP;W;D;L;GF;GA;Pts;CL;WinCL
Mateo Musacchio;26;182;Argentina;Defender;12500000;15;1202;0;1;1;20;130;17;1063;12;4;2;0;124;0;Milan;01/01/2017;Serie A;52690;12;853;16;2;4;0;0;0;No;2;4;6;38;18;10;10;56;42;64;No;No
Willian;28;175;Brazil;Forward;32000000;36;1890;6;7;60;25;336;20;1305;11;38;5;0;143;0;Chelsea;01/01/2017;Premier League;41282;20;769;112;14;53;1;0;0;No;1;51;5;38;21;7;10;62;38;70;No;No
Davide Zappacosta;25;182;Italy;Defender;20000000;22;1098;1;1;62;19;202;26;57;1;0;2;0;4;0;Chelsea;01/01/2017;Premier League;41282;12;499;24;3;0;0;0;0;No;0;25;5;38;21;7;10;62;38;70;No;No
Shane Duffy;25;193;United Kingdom;Defender;12000000;37;3292;0;1;6;38;118;79;1858;33;26;7;0;461;0;Brighton;01/01/2017;Premier League;30403;37;1061;18;2;7;1;0;0;No;8;31;15;38;9;13;16;34;54;40;No;No
Rodrigo Bentancur;20;187;Uruguay;Midfield;15000000;20;581;0;0;1;28;169;10;609;13;12;0;0;80;0;Juventus;01/01/2017;Serie A;39316;5;474;21;0;8;0;0;0;No;0;5;1;38;30;5;3;86;24;95;Yes;No
Valter Birsa;30;184;Slovenia;Midfield;4000000;35;2504;3;6;77;27;572;39;1805;24;32;1;0;213;0;Chievo;01/01/2017;Serie A;12540;29;1079;113;14;48;0;0;0;No;3;49;13;38;10;10;18;36;59;40;No;No
Fabrizio Cacciatore;30;182;Italy;Defender;1200000;33;2871;2;2;105;50;441;57;2279;15;21;3;0;332;0;Chievo;01/01/2017;Serie A;12540;32;1494;70;6;14;0;0;0;No;5;24;13;38;10;10;18;36;59;40;No;No
James Milner;31;175;United Kingdom;Midfield;15000000;32;1775;0;3;67;53;358;39;1825;29;22;0;0;193;0;Liverpool;01/01/2017;Premier League;53049;16;1314;77;6;13;0;0;0;No;3;22;4;38;21;12;5;84;38;75;Yes;No
Omer Toprak;28;187;Turkey;Defender;12000000;26;2020;0;1;0;37;172;33;2051;20;26;0;0;288;0;Dortmund;01/01/2017;Bundesliga;79496;22;1643;13;2;2;0;0;0;No;1;12;4;34;15;10;9;64;47;55;Yes;No
Fabio Depaoli;20;182;Italy;Midfield;1800000;19;1192;0;0;23;38;308;40;571;25;15;1;0;100;0;Chievo;01/01/2017;Serie A;12540;13;263;11;1;7;0;0;0;No;4;6;13;38;10;10;18;36;59;40;No;No
Kevin Vogt;25;194;Germany;Defender;12000000;31;2790;0;1;1;31;265;46;2444;20;33;0;1;418;0;Hoffenheim;01/01/2017;Bundesliga;28716;31;1956;22;5;4;0;0;0;No;9;4;3;34;15;10;9;66;48;55;Yes;No
Luca Garritano;23;172;Italy;Midfield;1000000;11;189;0;0;6;6;70;4;125;2;4;1;0;21;0;Chievo;01/01/2017;Serie A;12540;0;57;7;1;7;0;0;0;No;0;4;13;38;10;10;18;36;59;40;No;No
Fabian Delph;27;174;United Kingdom;Defender;15000000;22;1741;1;2;15;35;235;27;1883;15;18;0;0;215;0;Manchester City;01/01/2017;Premier League;54070;21;1589;32;5;21;0;0;0;No;2;10;1;38;32;4;2;106;27;100;Yes;No
Emanuele Giaccherini;32;167;Italy;Midfield;1000000;13;903;3;2;16;6;188;12;64;1;2;0;0;8;0;Chievo;01/01/2017;Serie A;12540;11;298;24;5;3;1;0;0;No;4;7;13;38;10;10;18;36;59;40;No;No
Massimo Gobbi;36;183;Italy;Defender;30000;24;2048;0;2;63;30;232;50;1507;25;9;3;0;203;0;Chievo;01/01/2017;Serie A;12540;23;949;38;6;10;0;0;0;No;3;6;13;38;10;10;18;36;59;40;No;No
Roberto Inglese;25;186;Italy;Forward;10000000;34;2782;12;1;17;32;454;31;961;38;24;42;0;114;0;Chievo;01/01/2017;Serie A;12540;33;362;55;3;39;1;0;0;No;3;76;13;38;10;10;18;36;59;40;No;No
Jonjo Shelvey;25;184;United Kingdom;Midfield;15000000;30;2270;1;3;39;38;268;37;1663;23;8;0;0;312;0;Newcastle Utd;01/01/2017;Premier League;51992;25;998;70;5;22;0;0;0;No;3;42;10;38;12;8;18;39;47;44;No;No
Riccardo Meggiorini;31;182;Italy;Forward;60000;15;786;0;0;13;9;156;14;318;16;26;15;0;42;0;Chievo;01/01/2017;Serie A;12540;10;123;11;1;6;0;0;0;No;2;11;13;38;10;10;18;36;59;40;No;No
Sergio Pellissier;38;175;Italy;Forward;20000;19;560;1;0;3;4;70;6;179;5;11;8;0;18;0;Chievo;01/01/2017;Serie A;12540;2;89;19;2;1;0;0;0;No;1;10;13;38;10;10;18;36;59;40;No;No
Manuel Pucciarelli;26;174;Italy;Forward;2500000;22;1380;2;0;9;25;386;22;538;13;18;6;0;87;0;Chievo;01/01/2017;Serie A;12540;17;299;30;1;11;0;0;0;No;3;23;13;38;10;10;18;36;59;40;No;No
Karol Linetty;22;176;Poland;Midfield;15000000;29;2139;3;1;15;75;630;45;1352;39;30;1;0;239;0;Sampdoria;01/01/2017;Serie A;20156;21;839;61;8;33;0;0;0;No;8;27;10;38;16;6;16;56;60;54;No;No
Stefano Sorrentino;38;186;Italy;Goalkeeper;80000;38;3420;0;0;0;0;2;0;1270;2;8;0;0;197;126;Chievo;01/01/2017;Serie A;12540;38;718;3;0;0;0;59;180;No;2;0;13;38;10;10;18;36;59;40;No;No
Abdou Diallo;21;187;France;Defender;12000000;27;2415;2;1;20;63;349;47;1496;59;9;5;0;310;0;Mainz 05;01/01/2017;Bundesliga;28766;27;905;26;4;35;0;0;0;No;5;13;14;34;9;9;16;38;52;36;No;No
Lukas Klostermann;21;189;Germany;Defender;12000000;26;2190;1;0;36;49;332;44;1449;13;15;1;0;250;0;RB Leipzig;01/01/2017;Bundesliga;39397;25;941;29;1;9;0;0;0;No;2;11;6;34;15;8;11;57;53;53;No;No
Andrea Barberis;23;177;Italy;Midfield;2000000;38;3029;2;1;30;81;819;70;1480;29;23;1;0;362;0;Crotone;01/01/2017;Serie A;10581;34;807;58;5;19;0;0;0;No;1;23;18;38;9;8;21;40;66;35;No;No
Badou Ndiaye;26;180;Senegal;Midfield;15000000;13;1138;2;1;5;38;235;24;508;24;21;2;0;122;0;Stoke City;01/01/2017;Premier League;29280;13;281;25;4;10;0;0;0;No;5;20;19;38;7;12;19;35;68;33;No;No
Ante Budimir;26;190;Croatia;Forward;1500000;22;1588;6;0;2;25;532;17;678;41;45;20;0;80;0;Crotone;01/01/2017;Serie A;10581;17;256;41;3;11;0;0;0;No;8;32;18;38;9;8;21;40;66;35;No;No
Jesùs Vallejo;20;184;Spain;Defender;12000000;7;630;0;0;0;9;64;8;410;3;2;1;0;61;0;Real Madrid;01/01/2017;La Liga;66161;7;313;0;0;2;0;0;0;No;0;0;3;38;22;10;6;94;44;76;Yes;Yes
Ezequiel Garay;30;188;Argentina;Defender;12000000;24;2026;0;0;1;20;70;33;1275;20;15;1;0;249;0;Valencia;01/01/2017;La Liga;38657;23;904;6;0;0;0;0;0;No;5;5;4;38;22;7;9;65;38;73;Yes;No
Víctor Ruiz;28;184;Spain;Defender;12000000;27;2416;2;0;1;24;138;45;1668;26;6;0;0;329;0;Villarreal;01/01/2017;La Liga;16731;27;1217;18;2;7;0;0;0;No;10;6;5;38;18;7;13;57;50;61;No;No
Alex Cordaz;34;188;Italy;Goalkeeper;1000000;38;3420;0;0;0;0;1;0;1259;2;2;0;0;215;138;Crotone;01/01/2017;Serie A;10581;38;520;3;0;0;0;66;199;No;2;0;18;38;9;8;21;40;66;35;No;No
Jakub Jankto;21;184;Czech Republic;Midfield;15000000;36;2654;4;4;73;33;525;54;1446;33;31;9;0;242;0;Udinese;01/01/2017;Serie A;17906;28;819;95;10;19;1;0;0;No;5;58;14;38;12;4;22;48;63;40;No;No
Moussa Diaby;18;170;France;Midfield;50000;2;69;0;0;2;1;23;1;28;1;0;0;0;4;0;Crotone;01/01/2017;Serie A;10581;1;15;1;0;2;0;0;0;No;0;0;18;38;9;8;21;40;66;35;No;No
Rafael Tolói;26;185;Brazil;Defender;11000000;31;2445;1;2;13;62;374;55;2002;29;21;3;0;379;0;Atalanta;01/01/2017;Serie A;17921;29;1352;30;5;13;0;0;0;No;7;21;7;38;16;12;10;57;39;60;No;No
Davide Faraoni;25;180;Italy;Defender;1000000;28;1754;2;4;30;57;283;51;1198;24;26;0;0;258;0;Crotone;01/01/2017;Serie A;10581;18;656;23;7;14;0;0;0;No;3;11;18;38;9;8;21;40;66;35;No;No
Oliver Kragl;27;180;Germany;Midfield;1300000;5;99;0;0;1;1;36;2;56;2;3;0;0;14;0;Crotone;01/01/2017;Serie A;10581;0;22;5;0;2;0;0;0;No;0;0;18;38;9;8;21;40;66;35;No;No
Rolando Mandragora;20;183;Italy;Midfield;10000000;36;3240;2;0;18;88;613;63;1734;55;61;2;0;490;0;Crotone;01/01/2017;Serie A;10581;36;1077;52;7;11;0;0;0;No;8;38;18;38;9;8;21;40;66;35;No;No
Bruno Martella;24;183;Italy;Defender;2200000;30;2616;1;3;76;20;246;64;1723;7;9;1;0;321;0;Crotone;01/01/2017;Serie A;10581;30;969;41;4;22;0;0;0;No;3;23;18;38;9;8;21;40;66;35;No;No
Andrea Nalini;27;180;Italy;Forward;1000000;23;1638;0;2;35;42;295;28;772;45;29;19;0;115;0;Crotone;01/01/2017;Serie A;10581;19;348;36;6;24;2;0;0;No;2;20;18;38;9;8;21;40;66;35;No;No
Federico Ricci;23;175;Italy;Forward;2700000;15;921;1;1;38;28;180;21;106;4;7;1;0;16;0;Crotone;01/01/2017;Serie A;10581;10;239;22;2;2;0;0;0;No;4;25;18;38;9;8;21;40;66;35;No;No
Abdoulaye Doucouré;24;183;France;Midfield;15000000;37;3324;7;3;26;65;643;61;2651;44;27;2;0;597;0;Watford;01/01/2017;Premier League;20231;37;1868;79;3;30;0;0;0;No;10;49;14;38;11;8;19;44;64;41;No;No
Aristóteles Romero;21;184;Venezuela;Midfield;80000;6;86;0;0;0;7;41;2;65;4;0;0;0;18;0;Crotone;01/01/2017;Serie A;10581;0;36;3;0;6;0;0;0;No;2;1;18;38;9;8;21;40;66;35;No;No
Mario Sampirisi;24;188;Italy;Defender;90000;31;2194;0;0;27;47;233;51;1339;21;11;2;0;214;0;Crotone;01/01/2017;Serie A;10581;24;822;19;2;9;0;0;0;No;2;3;18;38;9;8;21;40;66;35;No;No
Adrian Stoian;26;177;Romania;Midfield;1800000;32;2133;2;4;57;27;417;39;1315;27;49;3;0;200;0;Crotone;01/01/2017;Serie A;10581;26;628;50;7;40;0;0;0;No;5;21;18;38;9;8;21;40;66;35;No;No
Aleksandar Tonev;27;178;Bulgaria;Forward;70000;8;401;0;0;9;3;91;7;159;4;2;4;0;24;0;Crotone;01/01/2017;Serie A;10581;5;65;7;0;4;0;0;0;No;0;10;18;38;9;8;21;40;66;35;No;No
Marcello Trotta;24;188;Italy;Forward;3500000;34;2258;7;2;16;39;451;30;1095;26;43;12;0;207;0;Crotone;01/01/2017;Serie A;10581;27;524;60;9;32;0;0;0;No;2;62;18;38;9;8;21;40;66;35;No;No
Marco Tumminello;18;180;Italy;Forward;1000000;9;203;3;1;1;0;58;3;0;0;0;0;0;0;0;Crotone;01/01/2017;Serie A;10581;2;52;3;1;0;0;0;0;No;1;8;18;38;9;8;21;40;66;35;No;No
Remo Freuler;25;180;Switzerland;Midfield;14000000;35;3006;5;2;23;96;754;65;2575;43;46;1;0;399;0;Atalanta;01/01/2017;Serie A;17921;33;1900;100;5;33;0;0;0;No;4;49;7;38;16;12;10;57;39;60;No;No
Patrick van Aanholt;26;176;Netherlands;Defender;9000000;28;2184;5;1;42;48;253;36;1369;18;10;3;0;225;0;Crystal Palace;01/01/2017;Premier League;25063;25;845;41;3;17;0;0;0;No;7;33;11;38;11;11;16;45;55;44;No;No
Christian Benteke;26;190;Belgium;Forward;22000000;31;2240;3;5;7;8;282;21;941;48;27;12;0;83;0;Crystal Palace;01/01/2017;Premier League;25063;24;378;59;12;21;2;0;0;No;6;57;11;38;11;11;16;45;55;44;No;No
Marco Benassi;22;184;Italy;Midfield;13000000;35;2782;5;3;46;58;527;61;1688;33;23;4;0;279;0;Fiorentina;01/01/2017;Serie A;26092;35;994;82;5;20;0;0;0;No;6;75;8;38;16;9;13;54;46;57;No;No
Martin Hinteregger;24;184;Austria;Defender;10000000;30;2655;0;0;4;62;256;56;1663;27;23;0;0;335;0;Augsburg;01/01/2017;Bundesliga;28238;29;1027;18;1;4;0;0;0;No;3;26;12;34;10;11;13;43;46;41;No;No
Lewis Dunk;25;192;United Kingdom;Defender;10000000;38;3420;1;1;8;58;210;90;1996;36;18;1;4;496;0;Brighton;01/01/2017;Premier League;30403;38;1190;24;3;8;0;0;0;No;7;25;15;38;9;13;16;34;54;40;No;No
Timothy Fosu-Mensah;19;190;Netherlands;Defender;7000000;21;1596;0;0;11;38;176;32;901;18;13;0;0;191;0;Crystal Palace;01/01/2017;Premier League;25063;17;525;13;0;4;0;0;0;No;2;8;11;38;11;11;16;45;55;44;No;No
Wayne Hennessey;30;197;United Kingdom;Goalkeeper;4000000;27;2430;0;0;0;0;3;0;782;0;2;0;0;141;90;Crystal Palace;01/01/2017;Premier League;25063;27;331;2;1;0;0;41;128;No;1;0;11;38;11;11;16;45;55;44;No;No
Sullay Kaikai;21;182;United Kingdom;Midfield;50000;1;14;0;0;2;1;8;0;13;0;0;0;0;1;0;Crystal Palace;01/01/2017;Premier League;25063;0;3;0;0;3;0;0;0;No;0;0;11;38;11;11;16;45;55;44;No;No
Martin Kelly;27;191;United Kingdom;Defender;3000000;15;1195;0;0;3;20;81;23;515;8;4;0;1;108;0;Crystal Palace;01/01/2017;Premier League;25063;12;273;3;0;0;0;0;0;No;1;5;11;38;11;11;16;45;55;44;No;No
Freddie Ladapo;24;183;United Kingdom;Forward;25000;1;17;0;0;0;0;2;0;9;0;0;0;0;2;0;Crystal Palace;01/01/2017;Premier League;25063;0;5;0;0;0;0;0;0;No;0;0;11;38;11;11;16;45;55;44;No;No
Kerem Demirbay;24;183;Germany;Midfield;12000000;19;1211;2;2;16;35;401;23;937;29;19;4;0;127;0;Hoffenheim;01/01/2017;Bundesliga;28716;13;577;62;5;21;0;0;0;No;3;24;3;34;15;10;9;66;48;55;Yes;No
Marouane Fellaini;29;194;Belgium;Midfield;12000000;16;683;4;0;3;11;144;16;485;14;12;3;0;75;0;Manchester Utd;01/01/2017;Premier League;74976;5;325;8;0;2;0;0;0;No;1;9;2;38;25;6;7;68;28;81;Yes;No
Jason Puncheon;31;173;United Kingdom;Midfield;5000000;10;645;0;0;5;6;130;5;319;14;3;0;0;63;0;Crystal Palace;01/01/2017;Premier League;25063;6;206;15;0;4;0;0;0;No;5;9;11;38;11;11;16;45;55;44;No;No
Ben Mee;27;180;United Kingdom;Defender;10000000;29;2610;0;0;4;33;168;80;1444;14;29;3;0;379;0;Burnley;01/01/2017;Premier League;20688;29;826;15;0;6;0;0;0;No;5;25;7;38;14;12;12;36;39;54;No;No
Bakary Sako;29;183;Mali;Forward;5000000;16;478;3;0;20;9;72;5;229;8;7;4;0;36;0;Crystal Palace;01/01/2017;Premier League;25063;4;95;19;3;10;0;0;0;No;0;16;11;38;11;11;16;45;55;44;No;No
Jeffrey Schlupp;24;178;Ghana;Defender;9000000;24;1745;0;1;21;47;246;58;1036;18;9;0;0;220;0;Crystal Palace;01/01/2017;Premier League;25063;21;582;30;4;5;0;0;0;No;3;16;11;38;11;11;16;45;55;44;No;No
Pape Souaré;27;178;Senegal;Defender;3500000;1;9;0;0;0;0;1;0;11;0;0;0;0;2;0;Crystal Palace;01/01/2017;Premier League;25063;0;9;0;0;0;0;0;0;No;0;0;11;38;11;11;16;45;55;44;No;No
Julián Speroni;38;186;Argentina;Goalkeeper;25000;11;990;0;0;0;0;1;0;278;0;0;0;0;39;27;Crystal Palace;01/01/2017;Premier League;25063;11;105;0;0;0;0;14;40;No;0;0;11;38;11;11;16;45;55;44;No;No
Ramiro Funes Mori;26;186;Argentina;Defender;10000000;4;121;0;0;0;1;14;1;76;3;2;0;0;23;0;Everton;01/01/2017;Premier League;38797;1;43;0;0;0;0;0;0;No;1;1;8;38;13;10;15;44;58;49;No;No
Andros Townsend;26;181;United Kingdom;Forward;15000000;36;3120;2;7;119;43;578;54;1644;10;46;6;0;244;0;Crystal Palace;01/01/2017;Premier League;25063;35;833;122;12;71;1;0;0;No;3;63;11;38;11;11;16;45;55;44;No;No
Aaron Wan-Bissaka;19;183;United Kingdom;Defender;1000000;7;627;0;0;13;25;85;36;394;2;3;0;0;57;0;Crystal Palace;01/01/2017;Premier League;25063;7;185;7;0;8;0;0;0;No;1;0;11;38;11;11;16;45;55;44;No;No
Joel Ward;27;186;United Kingdom;Defender;5000000;19;1613;0;1;35;39;259;48;1106;25;29;1;1;214;0;Crystal Palace;01/01/2017;Premier League;25063;19;648;15;1;5;0;0;0;No;4;5;11;38;11;11;16;45;55;44;No;No
Dani Ceballos;20;179;Spain;Midfield;12000000;12;404;2;0;4;6;101;8;424;4;15;0;0;42;0;Real Madrid;01/01/2017;La Liga;66161;4;339;18;1;10;0;0;0;No;0;7;3;38;22;10;6;94;44;76;Yes;Yes
Benjamin Bourigeaud;23;177;France;Midfield;12000000;37;3102;10;7;148;39;821;66;2140;37;15;2;0;289;0;Rennes;01/01/2017;Ligue 1;23111;35;1276;148;13;22;0;0;0;No;3;66;5;38;16;10;12;50;44;58;No;No
Dylan Bahamboula;22;192;Congo;Forward;60000;4;30;0;0;0;0;4;1;20;2;0;0;0;2;0;Dijon;01/01/2017;Ligue 1;12228;0;10;1;0;0;0;0;0;No;0;1;11;38;13;9;16;55;73;48;No;No
Ever Banega;29;174;Argentina;Midfield;12000000;31;2399;3;3;43;55;470;27;2543;39;53;2;0;299;0;Sevilla;01/01/2017;La Liga;33045;25;1846;133;5;62;0;0;0;No;9;37;7;38;17;7;14;49;58;58;No;No
Arnold Bouka Moutou;28;178;Congo;Defender;80000;6;336;0;0;10;3;40;5;183;1;5;0;0;27;0;Dijon;01/01/2017;Ligue 1;12228;3;111;7;0;4;0;0;0;No;1;2;11;38;13;9;16;55;73;48;No;No
Fouad Chafik;30;183;Morocco;Defender;1500000;23;1612;0;2;37;53;209;27;1048;21;18;2;0;182;0;Dijon;01/01/2017;Ligue 1;12228;19;635;29;5;15;0;0;0;No;4;6;11;38;13;9;16;55;73;48;No;No
Karim Rekik;22;186;Netherlands;Defender;10000000;26;2302;2;2;0;30;177;35;1584;27;18;2;0;275;0;Hertha BSC;01/01/2017;Bundesliga;45319;26;1118;5;1;0;0;0;0;No;4;9;10;34;10;13;11;43;46;43;No;No
Oussama Haddadi;25;184;Tunisia;Defender;3000000;33;2504;1;1;64;53;393;48;1608;43;16;3;0;291;0;Dijon;01/01/2017;Ligue 1;12228;27;1027;49;2;23;0;0;0;No;6;8;11;38;13;9;16;55;73;48;No;No
Benjamin Jeannot;25;183;France;Forward;2500000;24;1405;4;1;10;12;224;12;488;25;17;14;0;54;0;Dijon;01/01/2017;Ligue 1;12228;14;228;21;3;8;0;0;0;No;4;27;11;38;13;9;16;55;73;48;No;No
Terence Kongolo;23;188;Netherlands;Defender;10000000;13;1049;0;0;6;32;144;26;540;5;11;0;0;115;0;Huddersfield;01/01/2017;Premier League;24040;11;261;12;1;4;0;0;0;No;0;2;16;38;9;10;19;28;58;37;No;No
Giorgio Chiellini;32;187;Italy;Defender;10000000;26;2161;0;1;6;35;166;28;2014;28;27;1;0;299;0;Juventus;01/01/2017;Serie A;39316;25;1526;16;4;2;0;0;0;No;2;13;1;38;30;5;3;86;24;95;Yes;No
Thomas Delaney;25;182;Denmark;Midfield;12000000;32;2796;3;4;29;77;581;38;1663;83;74;6;0;347;0;Werder Bremen;01/01/2017;Bundesliga;38726;31;921;63;5;14;0;0;0;No;5;57;11;34;10;12;12;37;40;42;No;No
Sergi Darder;23;180;Spain;Midfield;11000000;35;2778;1;2;20;58;681;42;156;3;0;0;0;23;0;Espanyol;01/01/2017;La Liga;17768;32;1186;53;4;2;0;0;0;No;7;28;11;38;12;13;13;36;42;49;No;No
Eden Massouema;20;184;Congo;Midfield;15000;6;189;0;0;2;1;37;5;86;5;2;0;0;9;0;Dijon;01/01/2017;Ligue 1;12228;2;50;3;0;1;0;0;0;No;1;1;11;38;13;9;16;55;73;48;No;No
Baptiste Reynet;26;185;France;Goalkeeper;5000000;38;3420;0;0;0;0;3;0;1598;3;7;0;0;215;139;Dijon;01/01/2017;Ligue 1;12228;38;953;5;1;3;0;73;198;No;3;0;11;38;13;9;16;55;73;48;No;No
Valentin Rosier;20;175;France;Defender;4500000;36;2781;0;3;46;72;475;77;1792;58;20;3;2;277;0;Dijon;01/01/2017;Ligue 1;12228;31;1092;44;8;55;0;0;0;No;5;18;11;38;13;9;16;55;73;48;No;No
Vincent Rüfli;29;183;Switzerland;Midfield;90000;3;25;0;0;0;3;6;1;18;3;0;0;0;2;0;Dijon;01/01/2017;Ligue 1;12228;0;11;1;0;0;0;0;0;No;0;0;11;38;13;9;16;55;73;48;No;No
Wesley Saïd;22;171;France;Forward;6000000;29;1839;9;1;17;31;369;13;694;35;18;7;0;101;0;Dijon;01/01/2017;Ligue 1;12228;20;365;44;7;38;1;0;0;No;4;51;11;38;13;9;16;55;73;48;No;No
Frédéric Sammaritano;31;162;France;Forward;1000000;26;1429;0;3;30;23;227;22;762;12;21;5;0;114;0;Dijon;01/01/2017;Ligue 1;12228;16;457;49;5;11;0;0;0;No;2;32;11;38;13;9;16;55;73;48;No;No
Naïm Sliti;25;173;Tunisia;Forward;7000000;31;2291;7;6;46;44;445;21;1256;22;66;10;0;146;0;Dijon;01/01/2017;Ligue 1;12228;26;616;135;13;72;2;0;0;No;2;57;11;38;13;9;16;55;73;48;No;No
Mouctar Diakhaby;20;192;France;Defender;10000000;12;728;1;0;0;8;45;15;491;8;7;0;0;76;0;Lyon;01/01/2017;Ligue 1;46005;8;364;0;0;8;0;0;0;No;2;2;3;38;23;9;6;87;43;78;No;No
Sergi Darder;23;180;Spain;Midfield;11000000;3;210;0;0;0;7;30;0;1750;35;30;0;0;293;0;Lyon;01/01/2017;Ligue 1;46005;3;118;4;0;34;0;0;0;No;2;2;3;38;23;9;6;87;43;78;No;No
Vincent Kompany;31;190;Belgium;Defender;10000000;17;1394;1;1;0;19;79;18;1518;18;2;0;0;203;0;Manchester City;01/01/2017;Premier League;54070;17;1284;11;1;2;0;0;0;No;6;6;1;38;32;4;2;106;27;100;Yes;No
Pierre-Emerick Aubameyang;28;187;Gabon;Forward;75000000;16;1416;13;3;19;4;299;20;496;17;8;15;0;49;0;Dortmund;01/01/2017;Bundesliga;79496;16;240;34;10;5;1;0;0;No;1;54;4;34;15;10;9;64;47;55;Yes;No
Terence Kongolo;23;188;Netherlands;Defender;10000000;3;256;0;0;8;6;24;6;189;2;4;0;0;36;0;Monaco;01/01/2017;Ligue 1;9243;3;117;3;1;1;0;0;0;No;0;1;2;38;24;8;6;85;45;80;Yes;No
Michy Batshuayi;23;184;Belgium;Forward;40000000;10;839;7;1;1;7;158;7;147;4;3;6;1;15;0;Dortmund;01/01/2017;Bundesliga;79496;9;128;15;4;6;0;0;0;No;2;29;4;34;15;10;9;64;47;55;Yes;No
Jacob Bruun Larsen;18;183;Denmark;Defender;50000;1;7;0;0;0;1;8;0;2;0;0;0;0;0;0;Dortmund;01/01/2017;Bundesliga;79496;0;2;0;0;0;0;0;0;No;0;0;4;34;15;10;9;64;47;55;Yes;No
Roman Bürki;26;187;Switzerland;Goalkeeper;7000000;33;2969;0;0;0;0;3;2;1343;2;5;0;0;181;100;Dortmund;01/01/2017;Bundesliga;79496;33;888;4;0;2;0;43;140;No;4;0;4;34;15;10;9;64;47;55;Yes;No
Andrés Iniesta;33;171;Spain;Midfield;10000000;30;1862;1;2;27;20;386;29;1716;15;42;0;0;122;0;Barcelona;01/01/2017;La Liga;66603;25;1325;50;9;49;0;0;0;No;1;16;1;38;28;9;1;99;29;93;Yes;No
Godfred Donsah;21;175;Ghana;Midfield;10000000;28;1794;2;1;3;32;356;31;889;17;12;3;0;196;0;Bologna;01/01/2017;Serie A;20903;20;479;36;6;35;0;0;0;No;3;23;15;38;11;6;21;40;52;39;No;No
Sergio Gómez;16;171;Spain;Midfield;2000000;2;9;0;0;0;0;0;0;6;0;0;0;0;0;0;Dortmund;01/01/2017;Bundesliga;79496;0;6;1;0;0;0;0;0;No;0;0;4;34;15;10;9;64;47;55;Yes;No
Mario Götze;25;176;Germany;Midfield;18000000;23;1601;2;3;26;45;423;16;1229;25;29;5;0;174;0;Dortmund;01/01/2017;Bundesliga;79496;19;813;65;4;29;0;0;0;No;1;22;4;34;15;10;9;64;47;55;Yes;No
Raphaël Guerreiro;23;170;Portugal;Defender;18000000;9;547;1;1;12;7;94;4;488;2;8;0;0;50;0;Dortmund;01/01/2017;Bundesliga;79496;6;332;14;3;14;0;0;0;No;0;9;4;34;15;10;9;64;47;55;Yes;No
Alexander Isak;17;190;Sweden;Forward;6000000;5;119;0;0;0;1;15;0;43;2;0;2;0;4;0;Dortmund;01/01/2017;Bundesliga;79496;1;21;6;0;2;0;0;0;No;0;5;4;34;15;10;9;64;47;55;Yes;No
Shinji Kagawa;28;175;Japan;Midfield;13000000;19;1166;5;2;15;29;245;8;895;9;17;1;0;91;0;Dortmund;01/01/2017;Bundesliga;79496;12;645;35;4;10;1;0;0;No;0;24;4;34;15;10;9;64;47;55;Yes;No
Felix Passlack;19;170;Germany;Defender;1500000;1;13;0;0;0;0;2;0;47;0;0;0;0;8;0;Dortmund;01/01/2017;Bundesliga;79496;0;8;0;0;0;0;0;0;No;0;0;4;34;15;10;9;64;47;55;Yes;No
Maximilian Philipp;23;183;Germany;Forward;20000000;20;1203;9;1;15;18;193;10;470;17;25;11;0;56;0;Dortmund;01/01/2017;Bundesliga;79496;15;226;35;7;17;0;0;0;No;0;43;4;34;15;10;9;64;47;55;Yes;No
Christian Pulisic;18;172;United States;Forward;45000000;32;2302;4;5;63;36;431;29;1282;16;33;8;0;163;0;Dortmund;01/01/2017;Bundesliga;79496;27;677;65;5;89;1;0;0;No;1;36;4;34;15;10;9;64;47;55;Yes;No
Marco Reus;28;180;Germany;Midfield;35000000;11;928;7;0;11;19;169;16;528;13;20;5;0;74;0;Dortmund;01/01/2017;Bundesliga;79496;11;292;30;4;15;0;0;0;No;1;31;4;34;15;10;9;64;47;55;Yes;No
Jadon Sancho;17;180;United Kingdom;Forward;15000000;12;690;1;4;15;5;100;11;467;1;9;1;0;57;0;Dortmund;01/01/2017;Bundesliga;79496;7;308;38;6;27;0;0;0;No;0;10;4;34;15;10;9;64;47;55;Yes;No
Marcel Schmelzer;29;180;Germany;Defender;5000000;18;1491;0;0;21;29;245;41;1487;16;25;0;0;180;0;Dortmund;01/01/2017;Bundesliga;79496;17;1069;21;1;7;0;0;0;No;3;5;4;34;15;10;9;64;47;55;Yes;No
André Schürrle;26;184;Germany;Forward;15000000;18;1236;1;6;33;18;201;13;736;13;15;11;0;69;0;Dortmund;01/01/2017;Bundesliga;79496;11;395;39;6;31;0;0;0;No;0;35;4;34;15;10;9;64;47;55;Yes;No
Jeremy Toljan;22;182;Germany;Defender;5000000;16;1211;1;2;28;26;190;34;99;9;3;0;0;16;0;Dortmund;01/01/2017;Bundesliga;79496;13;673;27;2;1;0;0;0;No;1;8;4;34;15;10;9;64;47;55;Yes;No
